,楼盘名,链接,地址,楼盘状态,楼盘类型,均价,居室类型,面积
187,兴进漓江壹号,http://gl.loupan.com/loupan/7083218.html,[七星区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：87.51-259.33平米 
188,安厦西宸源著,http://gl.loupan.com/loupan/7083317.html,[临桂区],待售,住宅,价格待定,null,null
189,筑成时代春晓,http://gl.loupan.com/loupan/7081698.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：20.07-153.25平米 
190,阳光书院,http://gl.loupan.com/loupan/7084019.html,[临桂区],期房在售,住宅,价格待定, 二居  ，  三居  ，  四居 , 面积：45-129.21平米 
191,桂林大龙府,http://gl.loupan.com/loupan/7083343.html,[灵川县],期房待售,住宅,价格待定,null,null
192,绿涛甘棠府,http://gl.loupan.com/loupan/7084871.html,[灵川县],在售,住宅,价格待定,null,null
193,安厦世纪城,http://gl.loupan.com/loupan/7076979.html,[象山区],期房在售,住宅,价格待定,null,null
194,碧园香槟小镇,http://gl.loupan.com/loupan/7075428.html,[临桂区],现房待售,住宅,价格待定,null, 面积：75-121平米 
195,荣和桃花源著,http://gl.loupan.com/loupan/7081711.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：95-140平米 
196,顺祥漓江源居,http://gl.loupan.com/loupan/7083925.html,[八里街区],期房待售,住宅,价格待定,null,null
197,彰泰·中央城,http://gl.loupan.com/loupan/7081959.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：102-142平米 
198,广汇汇悦城,http://gl.loupan.com/loupan/7082677.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：86-118平米 
199,桂林国韵村,http://gl.loupan.com/loupan/7081781.html,[临桂区],期房在售,住宅,价格待定, 三居  ，  四居 , 面积：93-138平米 
200,中森橄榄树庄园,http://gl.loupan.com/loupan/7083345.html,[临桂区],待售,住宅,价格待定, 一居  ，  二居  ，  三居 , 面积：53.8-131平米 
201,盛丰国际,http://gl.loupan.com/loupan/7075471.html,[七星区],期房在售,住宅,价格待定, 一居 , 面积：41.43-55.97平米 
202,阳光家园,http://gl.loupan.com/loupan/7084631.html,[秀峰区],期房待售,住宅,价格待定, 二居  ，  三居 , 面积：76.3-116.28平米 
203,兴安碧桂园,http://gl.loupan.com/loupan/7081501.html,[大桂林],期房在售,住宅,价格待定,null,null
204,平乐碧桂园,http://gl.loupan.com/loupan/7083186.html,[大桂林],期房在售,住宅,价格待定,null,null
205,雍禾新城国际,http://gl.loupan.com/loupan/7083415.html,[临桂区],待售,住宅,价格待定, 二居  ，  三居 , 面积：84.66-120.34平米 
206,溪岸枫景,http://gl.loupan.com/loupan/7082587.html,[临桂区],在售,住宅,39, 二居  ，  三居  ，  四居 , 面积：75-143平米 
207,桂林公馆原乡墅,http://gl.loupan.com/loupan/6183505.html,[叠彩区],在售,住宅,320,null,null
208,水印长廊,http://gl.loupan.com/loupan/6183537.html,[],在售,住宅,1300,null,null
209,华申昭州鑫城,http://gl.loupan.com/loupan/7075407.html,[大桂林],现房在售,住宅,3000, 二居  ，  三居  ，  四居 , 面积：87.85-160.63平米 
210,和谐康城,http://gl.loupan.com/loupan/6183515.html,[灵川县],在售,住宅,3100, 二居  ，  三居 ,null
211,福祥西岸福邸,http://gl.loupan.com/loupan/7075497.html,[大桂林],现房在售,住宅,3100, 三居  ，  四居 , 面积：104.04-142.69平米 
212,翠苑新城,http://gl.loupan.com/loupan/7083217.html,[临桂区],在售,住宅,3200, 二居  ，  三居 , 面积：83.46-126.12平米 
213,万福安居小区,http://gl.loupan.com/loupan/7083224.html,[象山区],期房在售,住宅,3200, 一居  ，  二居  ，  三居 , 面积：47.89-83.16平米 
214,体育星城三期,http://gl.loupan.com/loupan/7075480.html,[大桂林],现房在售,住宅,3200, 三居  ，  四居 , 面积：119.36-142.57平米 
215,华盛滨江一品,http://gl.loupan.com/loupan/7075496.html,[大桂林],现房在售,住宅,3300, 三居 , 面积：117.56-119019平米 
216,古镇庭苑,http://gl.loupan.com/loupan/6183438.html,[灵川县],在售,住宅,3300, 二居  ，  三居 ,null
217,展卓新视界,http://gl.loupan.com/loupan/7075433.html,[大桂林],现房在售,住宅,3400, 二居  ，  三居 , 面积：92-157平米 
218,彰泰北城1号,http://gl.loupan.com/loupan/7075430.html,[灵川县],现房在售,住宅,3500, 二居  ，  三居 , 面积：79-117平米 
219,东方沃顿,http://gl.loupan.com/loupan/7083440.html,[临桂区],在售,住宅,3500, 三居 , 面积：123-124平米 
220,幸福尚城,http://gl.loupan.com/loupan/7082007.html,[灵川县],在售,住宅,3500, 二居  ，  三居  ，  四居 , 面积：89-129.82平米 
221,景业商业广场,http://gl.loupan.com/loupan/7075552.html,[大桂林],现房在售,住宅,3500, 三居 , 面积：130.46-130.46平米 
222,财茂印象恭城,http://gl.loupan.com/loupan/7075419.html,[大桂林],现房在售,住宅,3500, 二居  ，  三居 , 面积：86.95-125.96平米 
223,东苑国际,http://gl.loupan.com/loupan/7075463.html,[七星区],现房在售,住宅,3580, 二居  ，  三居 , 面积：83-122平米 
224,金达雅苑,http://gl.loupan.com/loupan/7093643.html,[八里街区],在售,住宅,3584, 四居 , 面积：104.79-134.04平米 
225,冠信幸福美地,http://gl.loupan.com/loupan/7075417.html,[临桂区],现房在售,住宅,3600, 二居  ，  三居 , 面积：87-123.02平米 
226,恒盛商业广场,http://gl.loupan.com/loupan/7075476.html,[大桂林],现房在售,住宅,3600, 一居  ，  三居 , 面积：34.38-125.14平米 
227,合辉聚景家苑,http://gl.loupan.com/loupan/7075436.html,[大桂林],现房在售,住宅,3600, 二居  ，  三居 , 面积：112.91113.07-119.29126.67平米 
228,日月湖国际生态城,http://gl.loupan.com/loupan/6183496.html,[大桂林],在售,住宅,3650,null,null
229,莱茵河畔,http://gl.loupan.com/loupan/7077109.html,[大桂林],现房在售,住宅,3700, 三居 , 面积：128.6-128.6平米 
230,凌云雅筑,http://gl.loupan.com/loupan/7082035.html,[灵川县],在售,住宅,3700, 三居  ，  四居 , 面积：106.06-141.94平米 
231,七星方元盛景,http://gl.loupan.com/loupan/7083296.html,[临桂区],在售,住宅,3700, 一居  ，  三居  ，  四居 , 面积：48.29-137.91平米 
232,资江明珠,http://gl.loupan.com/loupan/7075443.html,[大桂林],现房在售,住宅,4000, 一居  ，  二居  ，  三居 , 面积：45-129.88平米 
233,盛祥现代城,http://gl.loupan.com/loupan/6183511.html,[],在售,住宅,3700,null,null
234,利森红郡,http://gl.loupan.com/loupan/7031475.html,[雁山区],期房在售,住宅,3790, 二居  ，  三居  ，  四居 , 面积：88.24-145.51平米 
235,桂林留园,http://gl.loupan.com/loupan/6183510.html,[大桂林],在售,住宅,3800,null,null
236,凤凰鑫城,http://gl.loupan.com/loupan/7076763.html,[大桂林],现房在售,住宅,3800,null,null
237,梧桐大厦,http://gl.loupan.com/loupan/6183538.html,[八里街区],在售,住宅,3800, 二居  ，  三居 ,null
238,力天·万和佳苑,http://gl.loupan.com/loupan/7075473.html,[八里街区],现房在售,住宅,3850, 二居  ，  三居 , 面积：86.82-120.82平米 
239,金水华府,http://gl.loupan.com/loupan/7083375.html,[临桂区],待售,住宅,3850, 二居  ，  三居 , 面积：91.53-117.96平米 
240,中豪国际,http://gl.loupan.com/loupan/7075444.html,[八里街区],现房在售,住宅,4200, 二居  ，  三居 , 面积：52-137.58平米 
241,福达万鹂江山,http://gl.loupan.com/loupan/7075459.html,[大桂林],现房在售,住宅,4300, 三居  ，  四居 , 面积：96.35-121.68平米 
242,万景时代广场,http://gl.loupan.com/loupan/7075462.html,[大桂林],现房在售,住宅,4300,null,null
243,华宁·桂林新都,http://gl.loupan.com/loupan/7075489.html,[临桂区],现房在售,住宅,4300, 二居  ，  三居 , 面积：83-119.64平米 
244,一江名城,http://gl.loupan.com/loupan/6183501.html,[],待售,住宅,4400,null,null
245,香林郡,http://gl.loupan.com/loupan/7031198.html,[八里街区],在售,住宅,4500, 三居  ，  四居  ，  五居 , 面积：84-137.19平米 
246,吉安龙城,http://gl.loupan.com/loupan/7032844.html,[临桂区],现房在售,住宅,4500, 二居  ，  三居  ，  四居 , 面积：89-154平米 
247,湘江壹號,http://gl.loupan.com/loupan/7082565.html,[],现房在售,住宅,4500,null,null
248,漓江蓝湾,http://gl.loupan.com/loupan/6183467.html,[八里街区],在售,住宅,4600, 二居  ，  三居 , 面积：69.23-140.27平米 
249,梧桐墅五期十里花海,http://gl.loupan.com/loupan/7083255.html,[灵川县],期房在售,住宅,4600, 二居  ，  三居  ，  四居 , 面积：90-144平米 
250,锦豪·迪亚小城,http://gl.loupan.com/loupan/7075483.html,[七星区],现房在售,住宅,6600,null,null
251,鹏程金色城市,http://gl.loupan.com/loupan/7075456.html,[八里街区],现房在售,住宅,4988, 一居  ，  二居  ，  三居 , 面积：73.44-129.94平米 
252,信昌棠棣之华,http://gl.loupan.com/loupan/7031349.html,[七星区],在售,住宅,9500, 一居  ，  二居  ，  三居 , 面积：34.32-142.05平米 
253,双悦SOHO,http://gl.loupan.com/loupan/7075472.html,[八里街区],现房在售,住宅,5300, 二居  ，  三居  ，  四居 , 面积：85-131.8平米 
254,三元极第,http://gl.loupan.com/loupan/6183470.html,[八里街区],在售,住宅,4500, 一居  ，  二居  ，  三居 , 面积：115-127.27平米 
255,雅云尚城,http://gl.loupan.com/loupan/7030701.html,[八里街区],现房在售,住宅,5000, 三居  ，  四居 , 面积：84.85-124.60平米 
256,瑞锦欣城,http://gl.loupan.com/loupan/7030735.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：87-157平米 
257,瑞锦国际商贸城·浙商大酒店,http://gl.loupan.com/loupan/7078639.html,[大桂林],在售,住宅,7000, 一居  ，  二居 , 面积：42-89平米 
258,桂林恒大广场,http://gl.loupan.com/loupan/7075409.html,[叠彩区],现房在售,住宅,7100, 三居  ，  四居 , 面积：186.29-276.63平米 
259,天骄·紫东新城,http://gl.loupan.com/loupan/7080082.html,[大桂林],在售,住宅,4800, 二居  ，  三居  ，  四居 , 面积：89.07-143.07平米 
260,三祺·澜湖国际,http://gl.loupan.com/loupan/7075424.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：92.83-185.79平米 
261,耀辉·美好家园,http://gl.loupan.com/loupan/6183428.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：60.55-263.84平米 
262,安厦·麒麟湾畔,http://gl.loupan.com/loupan/7077329.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：83.06-367.76平米 
263,花样年·麓湖国际社区,http://gl.loupan.com/loupan/6183443.html,[临桂区],在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：79.96-135平米 
264,慧佳城,http://gl.loupan.com/loupan/7075442.html,[临桂区],现房在售,住宅,6200, 三居  ，  四居 , 面积：91.37-136.9平米 
265,彰泰金桥水岸,http://gl.loupan.com/loupan/7075401.html,[临桂区],现房在售,住宅,6300, 二居  ，  三居  ，  四居 , 面积：72-120平米 
266,汇金万象新城,http://gl.loupan.com/loupan/7077130.html,[八里街区],在售,住宅,7500, 一居  ，  二居  ，  三居 , 面积：76.9-240平米 
267,安厦漓江大美,http://gl.loupan.com/loupan/7031463.html,[象山区],在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：70.79-153.10平米 
268,兴进·漓江郡府,http://gl.loupan.com/loupan/7031310.html,[七星区],在售,住宅,12500, 二居  ，  三居  ，  四居 , 面积：83-257平米 
269,HAO悦国际,http://gl.loupan.com/loupan/7079596.html,[象山区],在售,住宅,8500,null, 面积：64.01-64.01平米 
270,新裕公馆,http://gl.loupan.com/loupan/7075492.html,[七星区],现房在售,住宅,7300, 二居  ，  三居 , 面积：83.52-129平米 
271,彰泰橘子郡,http://gl.loupan.com/loupan/7075398.html,[叠彩区],现房在售,住宅,5388, 三居  ，  四居 , 面积：89-126平米 
272,龙光·普罗旺斯,http://gl.loupan.com/loupan/7076734.html,[象山区],在售,住宅,6500, 三居  ，  四居  ，  五居 , 面积：88.82-223.63平米 
273,大龙湾,http://gl.loupan.com/loupan/7075464.html,[秀峰区],现房在售,住宅,11000, 三居  ，  四居 , 面积：98-140平米 
274,汇荣·桂林桂林,http://gl.loupan.com/loupan/7076509.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：76.96-133平米 
275,飞虎林居,http://gl.loupan.com/loupan/7032849.html,[大桂林],现房在售,住宅,5100, 一居  ，  二居  ，  三居 , 面积：43-138.9平米 
276,飞虎林居·主题式酒店公寓,http://gl.loupan.com/loupan/6183429.html,[临桂区],现房在售,住宅,6100,null, 面积：51-51平米 
277,桂林碧桂园,http://gl.loupan.com/loupan/7075458.html,[临桂区],现房在售,住宅,7300, 二居  ，  三居  ，  四居 , 面积：72-818平米 
278,桂林国奥城,http://gl.loupan.com/loupan/7031337.html,[叠彩区],在售,住宅,9200, 三居  ，  四居 , 面积：89-215平米 
279,万鑫商贸广场· 曼哈顿酒店,http://gl.loupan.com/loupan/7079991.html,[叠彩区],在售,住宅,9500,null,null
280, 融创桂林文旅城,http://gl.loupan.com/loupan/7031322.html,[七星区],现房在售,住宅,8600, 二居  ，  三居  ，  四居 , 面积：75-138平米 
281,彰泰峰誉,http://gl.loupan.com/loupan/7031338.html,[八里街区],现房在售,住宅,5200, 一居  ，  二居  ，  三居 , 面积：39-137平米 
282,信和信大中华养生谷,http://gl.loupan.com/loupan/7075482.html,[临桂区],现房在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：88.5-179.06平米 
283,彰泰桃源居,http://gl.loupan.com/loupan/7075427.html,[秀峰区],现房在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：75-141平米 
284,星河园,http://gl.loupan.com/loupan/7075465.html,[灵川县],在售,住宅,4500, 四居 , 面积：124.56-136.86平米 
285,精通·伊顿国际,http://gl.loupan.com/loupan/6183539.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：85.75-143.39平米 
286,金源新城福邸嘉园,http://gl.loupan.com/loupan/6183504.html,[临桂区],在售,住宅,6400, 三居  ，  四居 , 面积：128-159平米 
287,兴进漓江壹号,http://gl.loupan.com/loupan/7083218.html,[七星区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：87.51-259.33平米 
288,安厦西宸源著,http://gl.loupan.com/loupan/7083317.html,[临桂区],待售,住宅,价格待定,null,null
289,筑成时代春晓,http://gl.loupan.com/loupan/7081698.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：20.07-153.25平米 
290,阳光书院,http://gl.loupan.com/loupan/7084019.html,[临桂区],期房在售,住宅,价格待定, 二居  ，  三居  ，  四居 , 面积：45-129.21平米 
291,桂林大龙府,http://gl.loupan.com/loupan/7083343.html,[灵川县],期房待售,住宅,价格待定,null,null
292,绿涛甘棠府,http://gl.loupan.com/loupan/7084871.html,[灵川县],在售,住宅,价格待定,null,null
293,安厦世纪城,http://gl.loupan.com/loupan/7076979.html,[象山区],期房在售,住宅,价格待定,null,null
294,碧园香槟小镇,http://gl.loupan.com/loupan/7075428.html,[临桂区],现房待售,住宅,价格待定,null, 面积：75-121平米 
295,荣和桃花源著,http://gl.loupan.com/loupan/7081711.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：95-140平米 
296,顺祥漓江源居,http://gl.loupan.com/loupan/7083925.html,[八里街区],期房待售,住宅,价格待定,null,null
297,彰泰·中央城,http://gl.loupan.com/loupan/7081959.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：102-142平米 
298,广汇汇悦城,http://gl.loupan.com/loupan/7082677.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：86-118平米 
299,桂林国韵村,http://gl.loupan.com/loupan/7081781.html,[临桂区],期房在售,住宅,价格待定, 三居  ，  四居 , 面积：93-138平米 
300,中森橄榄树庄园,http://gl.loupan.com/loupan/7083345.html,[临桂区],待售,住宅,价格待定, 一居  ，  二居  ，  三居 , 面积：53.8-131平米 
301,盛丰国际,http://gl.loupan.com/loupan/7075471.html,[七星区],期房在售,住宅,价格待定, 一居 , 面积：41.43-55.97平米 
302,阳光家园,http://gl.loupan.com/loupan/7084631.html,[秀峰区],期房待售,住宅,价格待定, 二居  ，  三居 , 面积：76.3-116.28平米 
303,兴安碧桂园,http://gl.loupan.com/loupan/7081501.html,[大桂林],期房在售,住宅,价格待定,null,null
304,平乐碧桂园,http://gl.loupan.com/loupan/7083186.html,[大桂林],期房在售,住宅,价格待定,null,null
305,雍禾新城国际,http://gl.loupan.com/loupan/7083415.html,[临桂区],待售,住宅,价格待定, 二居  ，  三居 , 面积：84.66-120.34平米 
